ID,Type,Module,Topic,Difficulty,DifficultyValue,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,CurriculumMapID,CourseCode,Subtopic,Discrimination,Guessing,Active,ExposureCount,AttemptCount,CorrectCount,AverageTimeSeconds,Explanation,LearningOutcome
2080,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,A dehumidifier is usually a small hermitic refrigerating system. It has both a condenser and an evaporator. Many older systems use R – 12 or R – 500. The newer units are:,R - 134a,R – 217a,R – 145a,R – 121a,A,PRC-PPE-45-Selection-Specification-of-Airconditioning-plants-components,ME413,Selection & Specification of Airconditioning plants & components,1.35,0.25,TRUE,0,0,0,0,The correct answer is R - 134a. Use the relevant Selection & Specification of Air Conditioning Plants & Components relation and keep units consistent; this is the board-review result for the stated data.,"Solve board-style Selection & Specification of Air Conditioning Plants & Components problems using the appropriate relation, units, and given data."
2085,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,Which of the following dehumidifier is often used to reheat the air after moisture is removed?,Evaporator,Condenser,Chiller,Compressor,B,PRC-PPE-43-Drying-Heating-ans-Ventilation,ME413,Drying Heating ans Ventilation,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Condenser. This item checks the accepted term, value, or principle used in Drying, Heating, and Ventilation.","Explain key concepts, terms, and operating principles under Drying, Heating and Ventilation."
2087,Elements,Module 6 - Air Conditioning,Air Conditioning,Hard,5,Measurement of a device’s ability to remove atmospheric air from test air.,Atmospheric Dust Spot Efficiency,Test Air Efficiency,Atmospheric Dry Air Efficiency,Baudelot Air Efficiency,A,PRC-PPE-45-Selection-Specification-of-Airconditioning-plants-components,ME413,Selection & Specification of Airconditioning plants & components,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Atmospheric Dust Spot Efficiency. This item checks the accepted term, value, or principle used in Selection & Specification of Air Conditioning Plants & Components.","Explain key concepts, terms, and operating principles under Selection and Specification of Airconditioning Plants and Components."
2092,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,Substances that have the ability to absorb moisture from the air are called:,Desiccants,Dehygroscopic substances,Moisturizer,Moisture absorber,A,PRC-PPE-43-Drying-Heating-ans-Ventilation,ME413,Drying Heating ans Ventilation,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Desiccants. This item checks the accepted term, value, or principle used in Drying, Heating, and Ventilation.","Explain key concepts, terms, and operating principles under Drying, Heating and Ventilation."
2093,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,In what form that water exists in air?,Solid,Vapor,Liquid,Saturated,B,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Vapor. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2094,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,"When the dry bulb and the wet bulb temperature are identical, the air is said to be:",Saturates,Humidified,Compressed,Dehumidified,A,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Saturates. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2095,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,"When air is heated, what happened to its relative humidity?",Increases,Remain constant,Decreases,May increase or Decrease depending on temperature,B,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Remain constant. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2096,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,The Horizontal Scale (Abscissa) in the psychrometric Chart represents:,Dry bulb temperature,Relative Humidity,Wet bulb temperature,Humidity,A,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Dry bulb temperature. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2097,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,Most people are comfortable with the relative humidity of:,30 % to 70 %,20 % to 30%,10 % to 40 %,40 % to 80 %,A,PRC-PPE-41-Factors-Affecting-Human-Comfort,ME413,Factors Affecting Human Comfort,1.35,0.25,TRUE,0,0,0,0,The correct answer is 30 % to 70 %. It best matches the stated operating requirement or equipment characteristic in Factors Affecting Human Comfort.,Select appropriate Factors Affecting Human Comfort components or operating conditions based on stated requirements.
2098,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,The temperature below which water vapor in the air will start to condense:,Condensing Temperature,Dew point Temperature,Dry bulb Temperature,Wet bulb Temperature,B,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Dew point Temperature. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2099,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,Which of the following is not used as method to measure air velocities?,Hot wire Anemometer,Swinging Vane Velocimeter,Rotating Anemometer,Open type Barometer,D,PRC-PPE-42-Air-distribution-and-Simple-Duct-Design,ME413,Air distribution and Simple Duct Design,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Open type Barometer. This item checks the accepted term, value, or principle used in Air Distribution and Duct Design / Fans and Blowers.","Explain key concepts, terms, and operating principles under Air Distribution and Simple Duct Design."
2104,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,How many moisture be removed from air?,Absorption,Condensation,A and B,None of these,C,PRC-PPE-43-Drying-Heating-ans-Ventilation,ME413,Drying Heating ans Ventilation,1.35,0.25,TRUE,0,0,0,0,"The correct answer is A and B. This item checks the accepted term, value, or principle used in Drying, Heating, and Ventilation.","Explain key concepts, terms, and operating principles under Drying, Heating and Ventilation."
2105,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,"In cooling cycle, the dry bulb temperature (db) of the air is lowered. When this happens the relative humidity",Decrease,Increase,Remain Constant,Increase or decrease depending on the temperature at which is its cooled,B,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Increase. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2107,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,The relative humidity becomes 100 % and where the water vapor starts to condense.,Cloud Point,Dew Point,Saturated Point,Critical Point,B,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Dew Point. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2109,Elements,Module 6 - Air Conditioning,Air Conditioning,Hard,5,Large-bulb alcohol thermometer used to measure air speed or atmospheric conditions by means of cooling.,Kelvin Thermometer,Kata Thermometer,JJ Thompson Thermometer,Wet Bulb Thermometer,B,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Kata Thermometer. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2110,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,Which of the following components of the window air conditioning system must be cleaned annually?,Motor and Compressor,Evaporator and Condenser,Fan Blades and Fan Motor,All of these,D,PRC-PPE-45-Selection-Specification-of-Airconditioning-plants-components,ME413,Selection & Specification of Airconditioning plants & components,1.35,0.25,TRUE,0,0,0,0,"The correct answer is All of these. This item checks the accepted term, value, or principle used in Selection & Specification of Air Conditioning Plants & Components.","Explain key concepts, terms, and operating principles under Selection and Specification of Airconditioning Plants and Components."
2111,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,The phenomenon that warm air rise and cold air settle is called:,Sedimentation,Stratification,Setting Due,Ventilation,B,PRC-PPE-42-Air-distribution-and-Simple-Duct-Design,ME413,Air distribution and Simple Duct Design,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Stratification. This item checks the accepted term, value, or principle used in Air Distribution and Simple Duct Design.","Explain key concepts, terms, and operating principles under Air Distribution and Simple Duct Design."
2112,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,"Air delivered to the room from the supply duct, moving at a velocity of 150 ft/min or more is called:",Secondary Air,Primary Air,Saturated Air,Air Turbulence,B,PRC-PPE-42-Air-distribution-and-Simple-Duct-Design,ME413,Air distribution and Simple Duct Design,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Primary Air. This item checks the accepted term, value, or principle used in Air Distribution and Simple Duct Design.","Explain key concepts, terms, and operating principles under Air Distribution and Simple Duct Design."
2113,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,"Carries needed to deliver air to the conditioned space it is made of sheet of metals like aluminum, galvanized sheet steel and some structural materials that will not burn.",Air Inlet,Duct,Air Outlet,Diffuser,B,PRC-PPE-42-Air-distribution-and-Simple-Duct-Design,ME413,Air distribution and Simple Duct Design,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Duct. This item checks the accepted term, value, or principle used in Air Distribution and Simple Duct Design.","Explain key concepts, terms, and operating principles under Air Distribution and Simple Duct Design."
2114,Elements,Module 6 - Air Conditioning,Air Conditioning,Hard,5,From what principle that air ducts operate?,Principle of Temperature Difference,Principle of Pressure Difference,Forced Draft Fan Principle,Principle of Natural Convection,A,PRC-PPE-42-Air-distribution-and-Simple-Duct-Design,ME413,Air distribution and Simple Duct Design,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Principle of Temperature Difference. This item checks the accepted term, value, or principle used in Air Distribution and Simple Duct Design.","Explain key concepts, terms, and operating principles under Air Distribution and Simple Duct Design."
2115,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,Which of the following is the common classification of ducts?,Recirculating,Conditioned Air – Duct,Fresh-air Ducts,All of these,D,PRC-PPE-42-Air-distribution-and-Simple-Duct-Design,ME413,Air distribution and Simple Duct Design,1.35,0.25,TRUE,0,0,0,0,"The correct answer is All of these. This item checks the accepted term, value, or principle used in Air Distribution and Simple Duct Design.","Explain key concepts, terms, and operating principles under Air Distribution and Simple Duct Design."
2116,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,It is used deliver concentrated airstreams into a room. Many have one-way or two-way adjustable air stream deflectors.,Grille,Register,Diffuser,Damper,B,PRC-PPE-42-Air-distribution-and-Simple-Duct-Design,ME413,Air distribution and Simple Duct Design,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Register. This item checks the accepted term, value, or principle used in Air Distribution and Simple Duct Design.","Explain key concepts, terms, and operating principles under Air Distribution and Simple Duct Design."
2117,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,"It is used to control the air-throw distance, height, and spread, as well as the amount of air.",Register,Grille,Diffuser,Damper,B,PRC-PPE-42-Air-distribution-and-Simple-Duct-Design,ME413,Air distribution and Simple Duct Design,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Grille. This item checks the accepted term, value, or principle used in Air Distribution and Simple Duct Design.","Explain key concepts, terms, and operating principles under Air Distribution and Simple Duct Design."
2118,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,"It is used to deliver widespread, fan-shaped flows of air into the room.",Register,Grille,Diffuser,Damper,C,PRC-PPE-42-Air-distribution-and-Simple-Duct-Design,ME413,Air distribution and Simple Duct Design,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Diffuser. This item checks the accepted term, value, or principle used in Air Distribution and Simple Duct Design.","Explain key concepts, terms, and operating principles under Air Distribution and Simple Duct Design."
2122,Elements,Module 6 - Air Conditioning,Air Conditioning,Hard,5,A number used to compare energy usage for different areas. It is calculated by dividing the energy consumption by the footage of the conditioned area.,Energy utilization efficiency,Energy utilization unit,Energy utilization Index,Energy Utilization ratio,C,PRC-PPE-44-Cooling-Load-Calculations,ME413,Cooling Load Calculations,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Energy utilization Index. This item checks the accepted term, value, or principle used in Cooling Load Calculations.","Explain key concepts, terms, and operating principles under Cooling Load Calculations."
2123,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,The ratio of the rated cooling capacity divided by the amount of electrical power used:,Energy efficiency index (EEI),Energy efficiency ratio (EER),Cooling efficiency (CE),Energy cooling ratio (ECR),B,PRC-PPE-45-Selection-Specification-of-Airconditioning-plants-components,ME413,Selection & Specification of Airconditioning plants & components,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Energy efficiency ratio (EER). This item checks the accepted term, value, or principle used in Selection & Specification of Air Conditioning Plants & Components.","Explain key concepts, terms, and operating principles under Selection and Specification of Airconditioning Plants and Components."
2125,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,"A popular air-conditioning system that includes a single outdoor condenser, three independent evaporators, and individual evaporator temperature control. The condensing unit is located outside on a slab. They are frequently used in legal and medical offices, motels an homes with ducts.",package terminal air conditioner,multizone ductless split system,console air conditioner,window type air conditioner,B,PRC-PPE-45-Selection-Specification-of-Airconditioning-plants-components,ME413,Selection & Specification of Airconditioning plants & components,1.35,0.25,TRUE,0,0,0,0,"The correct answer is multizone ductless split system. This item checks the accepted term, value, or principle used in Selection & Specification of Air Conditioning Plants & Components.","Explain key concepts, terms, and operating principles under Selection and Specification of Airconditioning Plants and Components."
2126,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,An airconditioning system which is a combinaton of heating and cooling system. It is designed to serve an individual room or zone.,packaged terminal air-conditioner,multizone ductless split system,console air conditioner,window type air conditioner,A,PRC-PPE-45-Selection-Specification-of-Airconditioning-plants-components,ME413,Selection & Specification of Airconditioning plants & components,1.35,0.25,TRUE,0,0,0,0,"The correct answer is packaged terminal air-conditioner. This item checks the accepted term, value, or principle used in Selection & Specification of Air Conditioning Plants & Components.","Explain key concepts, terms, and operating principles under Selection and Specification of Airconditioning Plants and Components."
2127,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,Which of the following is to be checked as regular monthly maintenance schedule of a console air conditioning units?,fan speeds,water leaks,cooling tower,"duct dampers, registers and diffusers",D,PRC-PPE-45-Selection-Specification-of-Airconditioning-plants-components,ME413,Selection & Specification of Airconditioning plants & components,1.35,0.25,TRUE,0,0,0,0,"The correct answer is duct dampers, registers and diffusers. This item checks the accepted term, value, or principle used in Selection & Specification of Air Conditioning Plants & Components.","Explain key concepts, terms, and operating principles under Selection and Specification of Airconditioning Plants and Components."
2128,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,Which of the following is to be checked as the part of weekly maintenance schedule of a console air conditioners?,humidifiers,filters,moisturizers,cooling towers,D,PRC-PPE-45-Selection-Specification-of-Airconditioning-plants-components,ME413,Selection & Specification of Airconditioning plants & components,1.35,0.25,TRUE,0,0,0,0,"The correct answer is cooling towers. This item checks the accepted term, value, or principle used in Selection & Specification of Air Conditioning Plants & Components.","Explain key concepts, terms, and operating principles under Selection and Specification of Airconditioning Plants and Components."
2129,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,A mechanism that removes moisture,dehumidifiers,humidifiers,moisturizers,cooling towers,B,PRC-PPE-43-Drying-Heating-ans-Ventilation,ME413,Drying Heating ans Ventilation,1.35,0.25,TRUE,0,0,0,0,"The correct answer is humidifiers. This item checks the accepted term, value, or principle used in Drying, Heating, and Ventilation.","Explain key concepts, terms, and operating principles under Drying, Heating and Ventilation."
2130,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,When coil surface is below the dew point temperature of the air.,vapor will evaporate through the air,moisture will condense out of the air,air is dehumidified,air is humidified and saturated,B,PRC-PPE-40-Various-Airconditioning-Processess,ME413,Various Airconditioning Processess,1.35,0.25,TRUE,0,0,0,0,"The correct answer is moisture will condense out of the air. This item checks the accepted term, value, or principle used in Various Air Conditioning Processes.","Explain key concepts, terms, and operating principles under Various Airconditioning Processes."
2132,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,Water in vapor form remains a vapor as long as temperature is what relations to the dew point temperature.,equals,above,below,almost,C,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is below. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2134,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,What is the specific humidity of perfectly dry air?,20,100,0,50,C,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"Specific humidity measures the mass of water vapor associated with air. Perfectly dry air contains no water vapor, so its specific humidity is zero.",Interpret humidity properties for dry air.
2135,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,"When a hot soup was served in a cup during dinner, an Engineer was o eager to drink it. Since it was hot, he added ice cubes of ice to cool the soup stirred it. He noticed that dew starts to form on the outermost surface of the cup. He wanted to check the temperature of the outermost surface of the cup. What is this temperature equal to?",equal to zero,superheated temperature,standard temperature,equal to air’s dew point temperature,D,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is equal to air’s dew point temperature. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2136,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,The temperature in which water vapour in the gas begins to condensate in a constant pressure process.,Vapor point,Dew point,Flue point,Gas point,B,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Dew point. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2137,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,All of the following process can be found on a psychrometric chart except:,Cooling and dehumidification,humidification,Natural convection,Sensible cooling,C,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Natural convection. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2138,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,All of the following process can be found on a psychometric chart except:,cooling and dehumidification,heating and humidifying,black body radiation,Evaporative cooling,C,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is black body radiation. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2139,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,Which is not commonly used to cool and dehumidify equipment?,activated alumina,calcium chloride,sodium zeolite,silica gel,B,PRC-PPE-43-Drying-Heating-ans-Ventilation,ME413,Drying Heating ans Ventilation,1.35,0.25,TRUE,0,0,0,0,"The correct answer is calcium chloride. This item checks the accepted term, value, or principle used in Drying, Heating, and Ventilation.","Explain key concepts, terms, and operating principles under Drying, Heating and Ventilation."
2140,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,All of the following temperature have meaning in psychometrics except:,wet-bulb temperature,dry-bulb temperature,adiabatic wall temperature,dew point,C,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is adiabatic wall temperature. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2141,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,The relative humidity is given by the:,ratio of the partial pressure of water vapour to the saturation pressure,ratio of the actual humidity to the saturated humidity at the same temperature and pressure,ratio of wet-bulb to dry-bulb temperature,ratio of dry-bulb temperature to dew point,A,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is ratio of the partial pressure of water vapour to the saturation pressure. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2142,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,The determination of properties and behavior of atmospheric air usually the purview of:,pychrometrics,thermodynamics,Forced convection,kirchoff’s law,A,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is pychrometrics. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2143,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,Which of the following statements is correct? The relative humidity of an air water vapor mixture.,indicated the mass of water vapor in the mixture.,is the ratio of the partial pressure of water vapor to the partial pressure of the air.,is equal to the mole fraction of water vapor in the mixture at the mixture temperature.,is the ratio of partial pressure of water vapor to the saturation pressure at the mixture temperature.,D,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,1,1,0,41.866,"The correct answer is is the ratio of partial pressure of water vapor to the saturation pressure at the mixture temperature.. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2144,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,"In sensible cooling, moisture content.",decreases,Does not change,indeterminate,increases,B,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Does not change. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2145,Elements,Module 6 - Air Conditioning,Air Conditioning,Hard,5,What amount of air is required in a low bypass factor?,lesser,greater,indeterminate,Increases,A,PRC-PPE-44-Cooling-Load-Calculations,ME413,Cooling Load Calculations,1.35,0.25,TRUE,0,0,0,0,"The correct answer is lesser. This item checks the accepted term, value, or principle used in Cooling Load Calculations.","Explain key concepts, terms, and operating principles under Cooling Load Calculations."
2146,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,The design of an air supply duct of an air conditioning system,lowers the temperature of the air,adds moisture to the air,does not affect the moisture of the air,affects the distribution,D,PRC-PPE-42-Air-distribution-and-Simple-Duct-Design,ME413,Air distribution and Simple Duct Design,1.35,0.25,TRUE,0,0,0,0,The correct answer is affects the distribution. It best matches the stated operating requirement or equipment characteristic in Air Distribution and Simple Duct Design.,Select appropriate Air Distribution and Simple Duct Design components or operating conditions based on stated requirements.
2148,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,Combined process of cooling and humidifying is also known as:,cooling tower,heating and humidifying,evaporative cooling process,moisture removal process,C,PRC-PPE-40-Various-Airconditioning-Processess,ME413,Various Airconditioning Processess,1.35,0.25,TRUE,0,0,0,0,"The correct answer is evaporative cooling process. This item checks the accepted term, value, or principle used in Various Air Conditioning Processes.","Explain key concepts, terms, and operating principles under Various Airconditioning Processes."
2150,Elements,Module 6 - Air Conditioning,Air Conditioning,Hard,5,"Which of the following types of air dryers works by absorbing moisture on a solid desiccant or drying material such as activated alumina, silicone gel, or molecular sieve?",deliquescent dryer,regenerative dryer,spay dryer,refrigerated dryer,A,PRC-PPE-43-Drying-Heating-ans-Ventilation,ME413,Drying Heating ans Ventilation,1.35,0.25,TRUE,0,0,0,0,"The correct answer is deliquescent dryer. This item checks the accepted term, value, or principle used in Drying, Heating, and Ventilation.","Explain key concepts, terms, and operating principles under Drying, Heating and Ventilation."
2151,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,The relationship of water vapor in the air at dew point temperature to the amount that would be in the air if the air were saturated at the dry bulb temperature is:,Percentage humidity,partial pressure actual at dew point,Relative humidity,Partial pressure of water,C,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Relative humidity. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2152,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,When the air is saturated the wet-bulb depression is:,zero,unity,indefinite,1,A,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is zero. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2153,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,"During sensible heating, the humidity remains constant but the relative humidity.",increases,remains constant,decreases,zero,C,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is decreases. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2154,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,A temperature measurement in an ordinary thermometer which has constant specific humidity.,critical temperature,dry bulb temperature,dew point temperature,wet bulb temperature,C,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"The correct answer is dew point temperature. This item checks the accepted term, value, or principle used in Psychrometric Properties of Air.","Explain key concepts, terms, and operating principles under Psychrometric Properties of Air."
2159,Elements,Module 6 - Air Conditioning,Air Conditioning,Hard,5,What is the value of air stratification in air conditioning design fit for human comfort?,minimum,less than air temperature,maximum,equal to air temperature,D,PRC-PPE-42-Air-distribution-and-Simple-Duct-Design,ME413,Air distribution and Simple Duct Design,1.35,0.25,TRUE,0,0,0,0,The correct answer is equal to air temperature. It best matches the stated operating requirement or equipment characteristic in Air Distribution and Simple Duct Design.,Select appropriate Air Distribution and Simple Duct Design components or operating conditions based on stated requirements.
2250,Elements,Module 6 - Air Conditioning,Air Conditioning,Medium,3,When a conductor is suspended between two supports at the same level its shape becomes:,Catenary,Cycloid,Semicircle,Parabola,A,PRC-PPE-42-Air-distribution-and-Simple-Duct-Design,ME413,Air distribution and Simple Duct Design,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Catenary. This item checks the accepted term, value, or principle used in Power Transmission / Electrical Characteristics.","Explain key concepts, terms, and operating principles under Air Distribution and Simple Duct Design."
2275,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,Which of the following affects corona?,Conductor size,Spacing between conductors,Line voltage,All of the above,D,PRC-PPE-42-Air-distribution-and-Simple-Duct-Design,ME413,Air distribution and Simple Duct Design,1.35,0.25,TRUE,0,0,0,0,"The correct answer is All of the above. This item checks the accepted term, value, or principle used in Power Transmission / Corona Effect.","Explain key concepts, terms, and operating principles under Air Distribution and Simple Duct Design."
2281,Elements,Module 6 - Air Conditioning,Air Conditioning,Easy,1,What is the relative humidity when the dry-bulb temperature equals the dew-point temperature?,1.1,0,1,0.5,C,PRC-PPE-39-Psychrometric-properties-of-air,ME413,Psychrometric properties of air,1.35,0.25,TRUE,0,0,0,0,"When dry-bulb temperature equals dew-point temperature, the air is saturated. Relative humidity is 100%, or 1.0 as a ratio.","Relate dew point, saturation, and relative humidity."
